iter	Passed	Remaining
383	17310	50532
384	17347	50464
385	17383	50395
386	17421	50327
387	17459	50262
388	17492	50183
389	17528	50112
390	17561	50034
391	17607	49992
392	17643	49923
393	17679	49853
394	17717	49788
395	17754	49721
396	17791	49653
397	17824	49577
398	17860	49508
399	17896	49438
400	17930	49364
401	17967	49299
402	18004	49233
403	18040	49164
404	18075	49095
405	18111	49025
406	18149	48963
407	18183	48890
408	18217	48818
409	18257	48761
410	18292	48689
411	18329	48625
412	18363	48553
413	18400	48489
414	18433	48415
415	18468	48346
416	18506	48286
417	18541	48216
418	18577	48151
419	18613	48084
420	18647	48012
421	18683	47947
422	18717	47876
423	18751	47807
424	18788	47744
425	18823	47677
426	18857	47608
427	18895	47548
428	18931	47484
429	18966	47415
430	19000	47347
431	19036	47283
432	19072	47219
433	19109	47156
434	19144	47090
435	19179	47025
436	19216	46964
437	19251	46898
438	19287	46834
439	19321	46767
440	19357	46703
441	19394	46643
442	19428	46575
443	19464	46511
444	19497	46444
445	19534	46384
446	19570	46320
447	19607	46261
448	19644	46201
449	19678	46135
450	19714	46072
451	19752	46015
452	19785	45947
453	19821	45886
454	19858	45827
455	19892	45760
456	19931	45707
457	19965	45641
458	20002	45584
459	20037	45520
460	20072	45457
461	20109	45398
462	20144	45336
463	20181	45278
464	20217	45217
465	20255	45161
466	20290	45098
467	20327	45041
468	20361	44978
469	20397	44917
470	20433	44858
471	20470	44800
472	20504	44737
473	20538	44674
474	20572	44609
475	20609	44552
476	20646	44495
477	20683	44438
478	20717	44375
479	20752	44314
480	20784	44249
481	20821	44191
482	20856	44130
483	20890	44069
484	20925	44007
485	20962	43951
486	20996	43890
487	21031	43831
488	21065	43767
489	21100	43708
490	21136	43650
491	21171	43590
492	21207	43533
493	21243	43476
494	21279	43419
495	21314	43360
496	21350	43301
497	21385	43244
498	21419	43183
499	21454	43123
500	21488	43063
501	21524	43007
502	21561	42952
503	21595	42890
504	21629	42831
505	21663	42769
506	21698	42712
507	21733	42653
508	21766	42591
509	21800	42531
510	21837	42478
511	21870	42417
512	21907	42363
513	21943	42306
514	21977	42247
515	22009	42185
516	22044	42127
517	22079	42069
518	22111	42007
519	22144	41946
520	22178	41888
521	22211	41826
522	22243	41765
523	22276	41704
524	22311	41647
525	22344	41588
526	22378	41529
527	22412	41472
528	22448	41417
529	22483	41360
530	22520	41308
531	22554	41251
532	22589	41195
533	22625	41140
534	22660	41085
535	22695	41029
536	22730	40974
537	22768	40924
538	22801	40864
539	22836	40810
540	22875	40760
541	22912	40710
542	22947	40654
543	22983	40600
544	23018	40546
545	23055	40494
546	23090	40440
547	23126	40386
548	23162	40333
549	23195	40275
550	23231	40222
551	23268	40171
552	23304	40118
553	23339	40064
554	23375	40011
555	23407	39952
556	23441	39896
557	23474	39838
558	23507	39782
559	23543	39729
560	23578	39675
561	23611	39618
562	23643	39559
563	23677	39504
564	23715	39455
565	23745	39394
566	23780	39340
567	23813	39283
568	23847	39228
569	23879	39170
570	23913	39116
571	23948	39062
572	23981	39006
573	24013	38948
574	24046	38891
575	24080	38838
576	24113	38782
577	24148	38728
578	24182	38675
579	24216	38621
580	24250	38566
581	24282	38509
582	24318	38458
583	24353	38406
584	24387	38353
585	24419	38296
586	24453	38242
587	24486	38187
588	24520	38133
589	24554	38080
590	24588	38027
591	24624	37976
592	24659	37925
593	24693	37872
594	24730	37823
595	24767	37774
596	24803	37724
597	24838	37673
598	24873	37621
599	24908	37569
600	24941	37515
601	24976	37464
602	25010	37412
603	25048	37364
604	25084	37315
605	25118	37263
606	25153	37211
607	25186	37158
608	25219	37105
609	25254	37054
610	25287	37000
611	25323	36950
612	25356	36896
613	25390	36845
614	25424	36792
615	25459	36742
616	25491	36688
617	25526	36637
618	25559	36584
619	25591	36529
620	25626	36480
621	25661	36428
622	25697	36380
623	25730	36327
624	25763	36275
625	25798	36225
626	25832	36173
627	25868	36124
628	25903	36076
629	25937	36024
630	25972	35974
631	26004	35921
632	26040	35872
633	26074	35821
634	26108	35770
635	26143	35721
636	26179	35673
637	26214	35623
638	26248	35573
639	26283	35523
640	26317	35472
641	26352	35423
642	26384	35371
643	26419	35321
644	26454	35273
645	26492	35228
646	26528	35180
647	26562	35129
648	26599	35082
649	26633	35033
650	26666	34982
651	26701	34933
652	26736	34883
653	26770	34834
654	26803	34782
655	26839	34736
656	26875	34688
657	26910	34639
658	26943	34588
659	26976	34538
660	27011	34489
661	27047	34442
662	27083	34395
663	27116	34345
664	27152	34298
665	27186	34248
666	27224	34203
667	27259	34155
668	27295	34109
669	27329	34059
670	27363	34010
671	27397	33961
672	27434	33915
673	27468	33867
674	27505	33821
675	27540	33773
676	27573	33723
677	27610	33677
678	27645	33631
679	27682	33585
680	27714	33534
681	27749	33486
682	27785	33439
683	27817	33388
684	27853	33343
685	27889	33296
686	27923	33247
687	27960	33203
688	27997	33158
689	28034	33113
690	28072	33069
691	28109	33024
692	28146	32979
693	28179	32930
694	28214	32883
695	28249	32836
696	28285	32790
697	28321	32743
698	28355	32696
699	28390	32649
700	28458	32640
701	28499	32600
702	28540	32560
703	28583	32521
704	28622	32479
705	28667	32443
706	28709	32404
707	28751	32365
708	28790	32323
709	28829	32280
710	28870	32240
711	28912	32201
712	28950	32158
713	28995	32122
714	29038	32084
715	29078	32043
716	29117	32001
717	29159	31961
718	29199	31920
719	29238	31878
720	29277	31836
721	29320	31797
722	29362	31758
723	29405	31720
724	29450	31684
725	29490	31643
726	29527	31599
727	29570	31560
728	29608	31517
729	29652	31480
730	29701	31448
731	29739	31405
732	29780	31364
733	29819	31322
734	29857	31278
735	29896	31237
736	29936	31195
737	29975	31153
738	30014	31111
739	30052	31068
740	30092	31026
741	30136	30988
742	30174	30946
743	30213	30904
744	30252	30861
745	30292	30820
746	30331	30778
747	30371	30736
748	30410	30694
749	30450	30653
750	30497	30618
751	30535	30576
752	30575	30534
753	30614	30492
754	30654	30451
755	30692	30408
756	30732	30367
757	30776	30330
758	30817	30290
759	30856	30247
760	30902	30212
761	30943	30172
762	30983	30130
763	31026	30092
764	31067	30052
765	31111	30015
766	31154	29976
767	31195	29935
768	31234	29893
769	31277	29855
770	31320	29817
771	31363	29778
772	31404	29738
773	31449	29702
774	31490	29661
775	31532	29622
776	31576	29585
777	31614	29541
778	31655	29502
779	31695	29460
780	31732	29416
781	31773	29376
782	31816	29337
783	31854	29294
784	31896	29255
785	31934	29212
786	31975	29172
787	32013	29129
788	32052	29086
789	32092	29045
790	32130	29003
791	32171	28962
792	32210	28920
793	32248	28877
794	32286	28834
795	32328	28795
796	32369	28754
797	32409	28714
798	32448	28671
799	32487	28629
800	32527	28588
801	32570	28550
802	32607	28506
803	32646	28463
804	32686	28422
805	32728	28384
806	32771	28345
807	32810	28302
808	32846	28258
809	32887	28218
810	32926	28176
811	32965	28134
812	33005	28092
813	33043	28050
814	33084	28010
815	33127	27971
816	33177	27938
817	33214	27894
818	33253	27853
819	33292	27811
820	33330	27768
821	33375	27732
822	33415	27690
823	33454	27648
824	33489	27603
825	33529	27562
826	33566	27519
827	33605	27477
828	33643	27434
829	33681	27391
830	33717	27347
831	33758	27307
832	33796	27264
833	33836	27223
834	33877	27183
835	33917	27142
836	33958	27102
837	33998	27061
838	34041	27021
839	34081	26981
840	34120	26939
841	34160	26898
842	34203	26859
843	34255	26827
844	34296	26787
845	34336	26746
846	34374	26704
847	34412	26661
848	34449	26618
849	34488	26576
850	34526	26533
851	34565	26492
852	34604	26450
853	34642	26407
854	34682	26366
855	34723	26326
856	34765	26287
857	34805	26245
858	34844	26204
859	34884	26163
860	34922	26120
861	34961	26079
862	35000	26037
863	35039	25995
864	35077	25953
865	35117	25912
866	35156	25870
867	35195	25829
868	35233	25786
869	35272	25744
870	35312	25703
871	35351	25662
872	35393	25622
873	35434	25582
874	35473	25540
875	35517	25502
876	35556	25461
877	35597	25421
878	35636	25379
879	35674	25337
880	35713	25295
881	35754	25255
882	35793	25213
883	35837	25175
884	35878	25135
885	35918	25094
886	35959	25053
887	36000	25013
888	36042	24974
889	36082	24933
890	36121	24891
891	36158	24848
892	36195	24805
893	36234	24764
894	36276	24725
895	36314	24682
896	36354	24641
897	36391	24598
898	36428	24556
899	36470	24516
900	36511	24476
901	36549	24433
902	36586	24391
903	36624	24349
904	36668	24310
905	36708	24269
906	36747	24227
907	36789	24188
908	36828	24146
909	36866	24105
910	36905	24063
911	36944	24021
912	36983	23980
913	37022	23938
914	37062	23898
915	37103	23857
916	37141	23815
917	37179	23773
918	37219	23733
919	37260	23692
920	37300	23652
921	37336	23608
922	37376	23567
923	37416	23527
924	37456	23486
925	37493	23443
926	37536	23404
927	37577	23364
928	37615	23322
929	37655	23281
930	37695	23240
931	37734	23199
932	37774	23158
933	37818	23120
934	37854	23077
935	37895	23037
936	37934	22995
937	37973	22954
938	38013	22913
939	38053	22872
940	38092	22831
941	38129	22788
942	38172	22749
943	38210	22707
944	38248	22666
945	38288	22624
946	38325	22582
947	38364	22541
948	38409	22503
949	38447	22461
950	38486	22419
951	38523	22377
952	38565	22337
953	38602	22295
954	38642	22254
955	38682	22214
956	38722	22173
957	38764	22133
958	38803	22092
959	38848	22054
960	38889	22014
961	38930	21974
962	38971	21934
963	39010	21892
964	39052	21853
965	39094	21813
966	39134	21772
967	39176	21732
968	39215	21692
969	39259	21653
970	39300	21613
971	39339	21572
972	39380	21531
973	39420	21491
974	39463	21451
975	39501	21409
976	39540	21368
977	39582	21329
978	39620	21287
979	39658	21245
980	39697	21204
981	39735	21162
982	39774	21121
983	39813	21080
984	39852	21039
985	39892	20997
986	39930	20956
987	39968	20914
988	40008	20873
989	40047	20832
990	40085	20791
991	40123	20749
992	40163	20708
993	40203	20667
994	40244	20627
995	40285	20587
996	40323	20546
997	40362	20504
998	40408	20467
999	40448	20426
1000	40487	20385
1001	40527	20344
1002	40566	20303
1003	40604	20261
1004	40645	20221
1005	40683	20179
1006	40724	20139
1007	40762	20098
1008	40801	20057
1009	40841	20016
1010	40881	19975
1011	40920	19934
1012	40962	19895
1013	41001	19853
1014	41042	19813
1015	41083	19773
1016	41123	19732
1017	41158	19689
1018	41196	19647
1019	41237	19608
1020	41275	19566
1021	41314	19525
1022	41352	19483
1023	41390	19442
1024	41430	19401
1025	41468	19359
1026	41507	19319
1027	41547	19278
1028	41590	19238
1029	41629	19197
1030	41673	19159
1031	41711	19117
1032	41755	19078
1033	41793	19037
1034	41835	18997
1035	41876	18957
1036	41918	18918
1037	41957	18876
1038	41998	18836
1039	42039	18796
1040	42080	18756
1041	42120	18715
1042	42161	18675
1043	42201	18635
1044	42243	18595
1045	42284	18555
1046	42327	18515
1047	42365	18474
1048	42404	18433
1049	42440	18390
1050	42480	18350
1051	42519	18309
1052	42561	18269
1053	42599	18227
1054	42644	18189
1055	42683	18148
1056	42723	18107
1057	42764	18067
1058	42804	18027
1059	42842	17985
1060	42880	17944
1061	42919	17903
1062	42958	17862
1063	42998	17821
1064	43037	17780
1065	43078	17740
1066	43117	17699
1067	43155	17658
1068	43195	17617
1069	43237	17577
1070	43282	17539
1071	43323	17498
1072	43363	17458
1073	43400	17416
1074	43445	17378
1075	43484	17337
1076	43523	17296
1077	43567	17257
1078	43607	17216
1079	43645	17175
1080	43684	17134
1081	43722	17093
1082	43765	17053
1083	43805	17012
1084	43844	16972
1085	43882	16930
1086	43921	16889
1087	43960	16848
1088	44002	16808
1089	44040	16767
1090	44080	16727
1091	44120	16686
1092	44165	16648
1093	44205	16607
1094	44247	16567
1095	44287	16526
1096	44328	16486
1097	44367	16445
1098	44406	16405
1099	44448	16365
1100	44491	16325
1101	44538	16287
1102	44583	16248
1103	44622	16207
1104	44662	16167
1105	44703	16127
1106	44743	16086
1107	44784	16046
1108	44824	16005
1109	44864	15965
1110	44904	15924
1111	44943	15883
1112	44983	15843
1113	45020	15801
1114	45059	15760
1115	45101	15720
1116	45139	15679
1117	45179	15638
1118	45216	15597
1119	45257	15557
1120	45295	15515
1121	45332	15474
1122	45374	15434
1123	45412	15393
1124	45453	15353
1125	45490	15311
1126	45532	15271
1127	45570	15230
1128	45610	15190
1129	45650	15149
1130	45689	15108
1131	45729	15068
1132	45770	15027
1133	45809	14987
1134	45852	14947
1135	45890	14906
1136	45928	14865
1137	45966	14823
1138	46006	14783
1139	46046	14742
1140	46084	14701
1141	46124	14661
1142	46165	14620
1143	46201	14579
1144	46239	14538
1145	46277	14497
1146	46318	14456
1147	46355	14415
1148	46395	14374
1149	46436	14334
1150	46475	14294
1151	46516	14253
1152	46562	14214
1153	46602	14174
1154	46641	14133
1155	46683	14093
1156	46724	14053
1157	46764	14013
1158	46803	13972
1159	46843	13931
1160	46884	13891
1161	46925	13851
1162	46965	13811
1163	47007	13771
1164	47049	13731
1165	47088	13690
1166	47128	13649
1167	47169	13609
1168	47215	13570
1169	47258	13531
1170	47300	13491
1171	47343	13451
1172	47379	13410
1173	47416	13368
1174	47456	13328
1175	47495	13287
1176	47532	13246
1177	47571	13205
1178	47608	13164
1179	47644	13122
1180	47681	13081
1181	47717	13039
1182	47754	12998
1183	47790	12956
1184	47827	12915
1185	47865	12874
1186	47900	12832
1187	47937	12791
1188	47972	12749
1189	48007	12707
1190	48045	12666
1191	48079	12624
1192	48114	12583
1193	48150	12541
1194	48187	12500
1195	48225	12459
1196	48261	12418
1197	48296	12376
1198	48332	12335
1199	48369	12293
1200	48405	12252
1201	48442	12211
1202	48480	12170
1203	48514	12128
1204	48573	12092
1205	48606	12050
1206	48642	12009
1207	48683	11969
1208	48719	11928
1209	48759	11887
1210	48795	11846
1211	48829	11804
1212	48864	11763
1213	48901	11721
1214	48938	11680
1215	48973	11639
1216	49007	11597
1217	49042	11556
1218	49076	11514
1219	49115	11473
1220	49154	11433
1221	49191	11392
1222	49232	11352
1223	49270	11311
1224	49312	11271
1225	49353	11231
1226	49392	11190
1227	49431	11150
1228	49475	11110
1229	49514	11070
1230	49553	11029
1231	49593	10989
1232	49631	10948
1233	49672	10908
1234	49712	10868
1235	49751	10827
1236	49795	10788
1237	49837	10748
1238	49881	10709
1239	49920	10668
1240	49961	10628
1241	50010	10590
1242	50050	10549
1243	50089	10509
1244	50129	10468
1245	50171	10428
1246	50212	10388
1247	50253	10348
1248	50294	10308
1249	50334	10268
1250	50378	10228
1251	50414	10187
1252	50455	10147
1253	50494	10106
1254	50532	10066
1255	50573	10026
1256	50611	9985
1257	50650	9944
1258	50686	9903
1259	50726	9863
1260	50770	9824
1261	50813	9784
1262	50855	9744
1263	50894	9703
1264	50936	9663
1265	50976	9623
1266	51016	9583
1267	51060	9543
1268	51102	9503
1269	51142	9463
1270	51180	9422
1271	51211	9380
1272	51250	9340
1273	51289	9299
1274	51329	9259
1275	51369	9219
1276	51407	9178
1277	51447	9138
1278	51486	9097
1279	51530	9058
1280	51574	9018
1281	51615	8978
1282	51665	8939
1283	51706	8899
1284	51746	8859
1285	51786	8819
1286	51828	8779
1287	51872	8739
1288	51912	8699
1289	51948	8658
1290	51988	8617
1291	52031	8577
1292	52075	8538
1293	52118	8498
1294	52159	8458
1295	52200	8418
1296	52238	8377
1297	52277	8337
1298	52317	8296
1299	52358	8256
1300	52399	8216
1301	52437	8175
1302	52478	8135
1303	52517	8095
1304	52555	8054
1305	52591	8013
1306	52632	7973
1307	52672	7933
1308	52710	7892
1309	52747	7851
1310	52786	7811
1311	52823	7770
1312	52861	7729
1313	52900	7689
1314	52939	7649
1315	52979	7608
1316	53016	7568
1317	53059	7528
1318	53100	7487
1319	53140	7447
1320	53179	7407
1321	53216	7366
1322	53255	7326
1323	53293	7285
1324	53331	7245
1325	53369	7204
1326	53409	7164
1327	53446	7123
1328	53484	7083
1329	53527	7043
1330	53567	7002
1331	53605	6962
1332	53642	6921
1333	53683	6881
1334	53725	6841
1335	53763	6800
1336	53803	6760
1337	53843	6720
1338	53880	6679
1339	53923	6639
1340	53960	6599
1341	54001	6559
1342	54039	6518
1343	54077	6478
1344	54118	6437
1345	54156	6397
1346	54193	6356
1347	54233	6316
1348	54271	6275
1349	54308	6235
1350	54346	6194
1351	54389	6155
1352	54425	6114
1353	54462	6073
1354	54510	6034
1355	54547	5993
1356	54589	5953
1357	54629	5913
1358	54672	5873
1359	54711	5833
1360	54751	5792
1361	54791	5752
1362	54835	5712
1363	54876	5672
1364	54916	5632
1365	54959	5592
1366	54999	5552
1367	55041	5512
1368	55081	5471
1369	55123	5431
1370	55164	5391
1371	55206	5351
1372	55254	5312
1373	55299	5272
1374	55341	5232
1375	55383	5192
1376	55426	5152
1377	55470	5112
1378	55511	5072
1379	55555	5032
1380	55598	4992
1381	55641	4952
1382	55685	4912
1383	55726	4872
1384	55766	4831
1385	55803	4791
1386	55842	4750
1387	55881	4710
1388	55920	4670
1389	55958	4629
1390	55997	4589
1391	56035	4548
1392	56073	4508
1393	56115	4468
1394	56152	4427
1395	56191	4387
1396	56229	4347
1397	56270	4306
1398	56312	4266
1399	56351	4226
1400	56390	4185
1401	56429	4145
1402	56467	4105
1403	56506	4064
1404	56544	4024
1405	56582	3984
1406	56623	3943
1407	56664	3903
1408	56706	3863
1409	56747	3823
1410	56785	3783
1411	56825	3742
1412	56863	3702
1413	56902	3662
1414	56940	3621
1415	56976	3581
1416	57014	3540
1417	57054	3500
1418	57093	3460
1419	57130	3419
1420	57167	3379
1421	57206	3339
1422	57245	3298
1423	57285	3258
1424	57327	3218
1425	57380	3178
1426	57420	3138
1427	57457	3098
1428	57499	3058
1429	57539	3017
1430	57577	2977
1431	57617	2937
1432	57657	2896
1433	57695	2856
1434	57735	2816
1435	57778	2776
1436	57815	2735
1437	57855	2695
1438	57893	2655
1439	57942	2615
1440	57983	2575
1441	58022	2534
1442	58061	2494
1443	58100	2454
1444	58136	2413
1445	58175	2373
1446	58213	2333
1447	58255	2293
1448	58295	2252
1449	58335	2212
1450	58371	2172
1451	58409	2132
1452	58448	2091
1453	58484	2051
1454	58527	2011
1455	58565	1970
1456	58601	1930
1457	58640	1890
1458	58678	1850
1459	58715	1809
1460	58752	1769
1461	58794	1729
1462	58831	1688
1463	58870	1648
1464	58911	1608
1465	58949	1568
1466	58988	1527
1467	59025	1487
1468	59061	1447
1469	59103	1407
1470	59143	1367
1471	59184	1326
1472	59224	1286
1473	59263	1246
1474	59298	1206
1475	59334	1165
1476	59372	1125
1477	59412	1085
1478	59450	1045
1479	59490	1004
1480	59531	964
1481	59571	924
1482	59613	884
1483	59654	844
1484	59691	803
1485	59729	763
1486	59767	723
1487	59805	683
1488	59845	643
1489	59882	602
1490	59920	562
1491	59958	522
1492	59995	482
1493	60037	442
1494	60075	401
1495	60114	361
1496	60156	321
1497	60193	281
1498	60233	241
1499	60270	200
1500	60314	160
1501	60355	120
1502	60395	80
1503	60434	40
1504	60472	0
